Date Time,O3_UNAL,O3 (invitado1)
 ,ppb,ppb
07/15/26 14:38,-0.140,-0.580
07/15/26 14:39,-0.074,-0.900
07/15/26 14:40,-0.252,-0.827
07/15/26 14:41,0.192,-0.127
07/15/26 14:42,-0.045,-0.160
07/15/26 14:43,0.031,-0.187
07/15/26 14:44,-0.031,0.273
07/15/26 14:45,0.039,-0.007
07/15/26 14:46,-0.180,-0.267
07/15/26 14:47,-0.147,-0.307
07/15/26 14:48,-0.268,0.147
07/15/26 14:49,-0.097,0.013
07/15/26 14:50,-0.317,0.100
07/15/26 14:51,-0.232,0.107
07/15/26 14:52,0.037,-0.547
07/15/26 14:53,-0.125,-0.580
07/15/26 14:54,-0.172,-0.500
07/15/26 14:55,-0.444,-0.590
07/15/26 14:56,0.071,-0.447
07/15/26 14:57,-0.074,-0.027
07/15/26 14:58,-0.033,0.107
07/15/26 14:59,-0.307,-0.220
07/15/26 15:00,-0.036,0.107
07/15/26 15:01,-0.392,0.227
07/15/26 15:02,-0.207,-0.380
07/15/26 15:03,105.396,115.067
07/15/26 15:04,176.265,176.047
07/15/26 15:05,177.177,176.920
07/15/26 15:06,178.255,178.260
07/15/26 15:07,178.607,178.373
07/15/26 15:08,177.773,178.433
07/15/26 15:09,177.700,178.880
07/15/26 15:10,179.855,179.120
07/15/26 15:11,180.477,179.300
07/15/26 15:12,181.368,180.387
07/15/26 15:13,181.040,180.647
07/15/26 15:14,180.603,180.247
07/15/26 15:15,180.772,180.600
07/15/26 15:16,180.722,180.340
07/15/26 15:17,180.958,180.300
07/15/26 15:18,180.800,180.087
07/15/26 15:19,180.253,179.687
07/15/26 15:20,180.657,180.267
07/15/26 15:21,180.927,180.620
07/15/26 15:22,181.538,180.887
07/15/26 15:23,181.253,181.187
07/15/26 15:24,180.660,180.753
07/15/26 15:25,181.237,180.720
07/15/26 15:26,180.983,180.580
07/15/26 15:27,181.125,180.987
07/15/26 15:28,181.727,181.527
07/15/26 15:29,181.607,181.947
07/15/26 15:30,181.287,181.440
07/15/26 15:31,180.677,181.120
07/15/26 15:32,181.347,181.300
07/15/26 15:33,181.223,181.120
07/15/26 15:34,181.457,181.635
07/15/26 15:35,182.033,181.942
07/15/26 15:36,181.243,181.363
07/15/26 15:37,181.862,181.500
07/15/26 15:38,181.323,181.463
07/15/26 15:39,181.228,181.495
07/15/26 15:40,180.653,181.375
07/15/26 15:41,181.875,181.470
07/15/26 15:42,181.493,182.337
07/15/26 15:43,181.285,182.412
07/15/26 15:44,180.782,182.400
07/15/26 15:45,181.540,182.390
07/15/26 15:46,180.880,181.880
07/15/26 15:47,179.910,181.600
07/15/26 15:48,180.535,181.773
07/15/26 15:49,180.497,182.327
07/15/26 15:50,179.815,182.273
07/15/26 15:51,180.303,182.207
07/15/26 15:52,180.977,182.113
07/15/26 15:53,180.820,182.053
07/15/26 15:54,180.435,181.613
07/15/26 15:55,180.293,181.913
07/15/26 15:56,180.885,182.493
07/15/26 15:57,180.485,182.740
07/15/26 15:58,180.487,182.553
07/15/26 15:59,180.198,182.373
07/15/26 16:00,181.245,183.193
07/15/26 16:01,181.128,183.367
07/15/26 16:02,180.338,182.400
07/15/26 16:03,180.758,181.600
07/15/26 16:04,180.368,182.167
07/15/26 16:05,180.492,182.510
07/15/26 16:06,180.263,182.060
07/15/26 16:07,180.882,182.047
07/15/26 16:08,179.925,182.380
07/15/26 16:09,180.105,182.513
07/15/26 16:10,181.083,182.627
07/15/26 16:11,180.758,182.900
07/15/26 16:12,180.842,183.207
07/15/26 16:13,180.882,182.920
07/15/26 16:14,181.200,183.273
07/15/26 16:15,180.990,183.280
07/15/26 16:16,180.967,183.113
07/15/26 16:17,180.680,183.093
07/15/26 16:18,180.335,182.653
07/15/26 16:19,180.490,182.547
07/15/26 16:20,180.953,182.907
07/15/26 16:21,179.678,182.887
07/15/26 16:22,180.917,183.200
07/15/26 16:23,181.018,183.960
07/15/26 16:24,180.443,183.427
07/15/26 16:25,180.372,182.380
07/15/26 16:26,180.377,182.447
07/15/26 16:27,180.902,182.953
07/15/26 16:28,180.828,183.427
07/15/26 16:29,180.767,183.540
07/15/26 16:30,180.670,183.173
07/15/26 16:31,181.052,183.287
07/15/26 16:32,180.397,183.160
07/15/26 16:33,180.920,183.307
07/15/26 16:34,180.795,183.493
07/15/26 16:35,180.847,183.353
07/15/26 16:36,180.620,183.260
07/15/26 16:37,180.258,183.373
07/15/26 16:38,179.723,182.853
07/15/26 16:39,180.560,182.373
07/15/26 16:40,181.578,183.373
07/15/26 16:41,181.567,184.073
07/15/26 16:42,180.902,183.893
07/15/26 16:43,181.110,183.900
07/15/26 16:44,180.653,183.967
07/15/26 16:45,180.723,183.373
07/15/26 16:46,180.192,183.260
07/15/26 16:47,180.553,182.927
07/15/26 16:48,180.695,183.093
07/15/26 16:49,180.817,183.173
07/15/26 16:50,180.563,183.467
07/15/26 16:51,180.643,183.527
07/15/26 16:52,180.682,183.287
07/15/26 16:53,181.303,183.727
07/15/26 16:54,181.158,183.693
07/15/26 16:55,181.140,183.667
07/15/26 16:56,180.962,184.047
07/15/26 16:57,181.618,183.300
07/15/26 16:58,181.430,183.367
07/15/26 16:59,180.415,183.713
07/15/26 17:00,180.400,183.227
07/15/26 17:01,180.547,183.727
07/15/26 17:02,181.303,184.273
07/15/26 17:03,181.092,184.867
07/15/26 17:04,181.133,184.700
07/15/26 17:05,181.080,184.047
07/15/26 17:06,181.320,184.327
07/15/26 17:07,181.088,184.753
07/15/26 17:08,180.180,183.887
07/15/26 17:09,180.085,182.987
07/15/26 17:10,180.760,183.447
07/15/26 17:11,180.593,184.180
07/15/26 17:12,181.143,183.740
07/15/26 17:13,180.595,183.867
07/15/26 17:14,181.140,184.193
07/15/26 17:15,180.803,184.100
07/15/26 17:16,180.942,183.567
07/15/26 17:17,180.425,183.620
07/15/26 17:18,180.282,183.620
07/15/26 17:19,180.632,183.965
07/15/26 17:20,181.660,184.640
07/15/26 17:21,181.760,184.740
07/15/26 17:22,181.118,184.660
07/15/26 17:23,181.147,184.453
07/15/26 17:24,181.013,184.127
07/15/26 17:25,181.008,184.047
07/15/26 17:26,181.250,184.327
07/15/26 17:27,181.290,184.440
07/15/26 17:28,180.738,184.807
07/15/26 17:29,181.293,184.973
07/15/26 17:30,180.542,184.093
07/15/26 17:31,179.773,183.487
07/15/26 17:32,181.075,183.947
07/15/26 17:33,180.238,183.630
07/15/26 17:34,180.275,183.240
07/15/26 17:35,180.787,183.927
07/15/26 17:36,180.867,184.527
07/15/26 17:37,180.495,184.293
07/15/26 17:38,180.805,184.467
07/15/26 17:39,180.727,184.647
07/15/26 17:40,181.288,185.193
07/15/26 17:41,181.993,185.527
07/15/26 17:42,181.553,185.747
07/15/26 17:43,181.428,185.500
07/15/26 17:44,181.012,185.233
07/15/26 17:45,181.285,184.727
07/15/26 17:46,182.012,184.533
07/15/26 17:47,181.908,184.920
07/15/26 17:48,182.718,185.547
07/15/26 17:49,182.050,185.487
07/15/26 17:50,181.620,184.887
07/15/26 17:51,181.750,184.533
07/15/26 17:52,181.620,185.147
07/15/26 17:53,181.360,185.360
07/15/26 17:54,181.587,185.160
07/15/26 17:55,181.447,185.107
07/15/26 17:56,180.980,184.627
07/15/26 17:57,181.532,184.613
07/15/26 17:58,181.438,184.880
07/15/26 17:59,181.275,184.620
07/15/26 18:00,181.077,184.478
07/15/26 18:01,180.920,184.592
07/15/26 18:02,139.294,141.852
07/15/26 18:03,96.911,99.100
07/15/26 18:04,99.078,99.267
07/15/26 18:05,109.100,105.607
07/15/26 18:06,117.883,115.380
07/15/26 18:07,120.175,120.373
07/15/26 18:08,120.762,122.440
07/15/26 18:09,120.592,122.753
07/15/26 18:10,120.463,123.293
07/15/26 18:11,120.647,123.693
07/15/26 18:12,120.185,123.640
07/15/26 18:13,120.005,123.427
07/15/26 18:14,121.280,123.780
