Date Time,NO_UNAL,NO2_UNAL,NOx_UNAL,NO (Invitado1),NO2 (Invitado1),NOx (Invitado1)
07/16/26 09:28,181.130,-1.357,179.802,182.925,-2.200,180.767
07/16/26 09:29,180.727,-0.796,179.940,183.215,-2.298,180.883
07/16/26 09:30,180.417,-0.356,180.109,183.425,-2.458,181.000
07/16/26 09:31,180.480,0.229,180.700,183.392,-2.548,180.843
07/16/26 09:32,180.410,-0.068,180.356,183.442,-2.642,180.800
07/16/26 09:33,180.743,-0.240,180.550,183.478,-2.752,180.727
07/16/26 09:34,180.943,-0.538,180.410,183.467,-2.483,180.892
07/16/26 09:35,180.850,-1.056,179.795,180.715,-0.423,180.268
07/16/26 09:36,180.710,-0.875,179.889,179.375,0.475,179.825
07/16/26 09:37,181.193,-0.954,180.275,179.318,0.592,179.863
07/16/26 09:38,181.867,-1.082,180.823,179.192,0.700,179.850
07/16/26 09:39,181.673,-0.759,180.916,178.972,0.798,179.750
07/16/26 09:40,180.963,-0.472,180.515,178.775,0.792,179.567
07/16/26 09:41,180.820,-0.468,180.349,178.667,1.035,179.720
07/16/26 09:42,181.300,-0.727,180.562,178.608,0.958,179.592
07/16/26 09:43,181.150,-0.979,180.166,179.672,0.198,179.912
07/16/26 09:44,181.347,-1.181,180.184,179.833,0.133,179.967
07/16/26 09:45,181.463,-0.671,180.835,180.003,0.042,180.025
07/16/26 09:46,181.590,-0.875,180.691,180.017,0.067,180.083
07/16/26 09:47,181.177,-0.526,180.656,180.082,-0.137,179.945
07/16/26 09:48,180.763,-0.314,180.463,180.283,-0.375,179.883
07/16/26 09:49,181.160,-0.974,180.199,180.593,-0.635,179.935
07/16/26 09:50,181.833,-1.277,180.572,180.675,-0.758,179.917
07/16/26 09:51,181.863,-0.719,181.145,180.627,-0.750,179.877
07/16/26 09:52,181.867,-0.723,181.142,180.475,-0.633,179.842
07/16/26 09:53,182.140,-1.196,180.914,180.512,-0.558,179.928
07/16/26 09:54,181.673,-0.842,180.842,180.408,-0.267,180.167
07/16/26 09:55,181.043,-0.518,180.538,180.357,-0.198,180.158
07/16/26 09:56,181.013,-0.761,180.229,180.300,-0.158,180.142
07/16/26 09:57,181.560,-1.231,180.348,180.280,-0.172,180.108
07/16/26 09:58,181.883,-1.033,180.874,180.417,-0.517,179.875
07/16/26 09:59,181.957,-1.029,180.929,180.500,-0.597,179.870
07/16/26 10:00,181.907,-0.786,181.146,180.417,-0.767,179.675
07/16/26 10:01,181.910,-0.457,181.425,180.275,-0.733,179.567
07/16/26 10:02,182.160,-0.752,181.416,180.175,-0.667,179.483
07/16/26 10:03,182.063,-1.241,180.843,180.257,-0.837,179.420
07/16/26 10:04,181.903,-1.303,180.606,180.358,-0.958,179.400
07/16/26 10:05,182.197,-1.228,181.011,180.375,-0.997,179.358
07/16/26 10:06,182.093,-0.780,181.317,180.358,-1.200,179.158
07/16/26 10:07,182.627,-1.380,181.259,180.322,-1.043,179.225
07/16/26 10:08,182.313,-1.203,181.118,180.258,-0.867,179.392
07/16/26 10:09,181.733,-0.511,181.251,180.400,-1.058,179.322
07/16/26 10:10,181.853,-0.397,181.452,180.375,-0.925,179.442
07/16/26 10:11,182.007,-1.173,180.835,180.202,-0.623,179.567
07/16/26 10:12,181.833,-0.808,181.028,180.083,-0.517,179.533
07/16/26 10:13,182.043,-0.965,181.107,180.178,-0.603,179.575
07/16/26 10:14,182.113,-1.197,180.891,180.258,-0.975,179.317
07/16/26 10:15,181.900,-0.744,181.146,180.532,-1.128,179.462
07/16/26 10:16,181.197,-0.585,180.621,180.500,-0.700,179.775
07/16/26 10:17,181.350,-0.776,180.591,180.682,-0.770,179.945
07/16/26 10:18,181.867,-1.076,180.765,180.917,-0.775,180.108
07/16/26 10:19,182.190,-1.119,181.098,181.025,-0.778,180.280
07/16/26 10:20,182.030,-0.757,181.283,180.967,-0.367,180.600
07/16/26 10:21,181.353,-0.705,180.659,180.938,-0.263,180.675
07/16/26 10:22,181.620,-0.678,180.960,180.800,-0.200,180.600
07/16/26 10:23,181.437,-0.314,181.109,180.878,-0.278,180.600
07/16/26 10:24,180.917,-0.356,180.562,181.050,-0.533,180.517
07/16/26 10:25,181.447,-0.967,180.465,181.203,-0.783,180.420
07/16/26 10:26,181.820,-1.446,180.380,181.200,-0.767,180.492
07/16/26 10:27,181.387,-1.140,180.255,181.378,-0.900,180.475
07/16/26 10:28,181.437,-0.638,180.847,181.400,-0.692,180.700
07/16/26 10:29,181.550,-1.070,180.483,181.483,-0.840,180.643
07/16/26 10:30,181.023,-0.450,180.582,181.367,-0.917,180.417
07/16/26 10:31,181.100,-0.644,180.423,181.018,-0.423,180.615
07/16/26 10:32,181.037,-0.959,180.115,180.958,-0.017,180.942
07/16/26 10:33,181.157,-1.180,179.975,181.000,0.078,181.045
07/16/26 10:34,181.617,-0.986,180.642,181.025,0.050,181.075
07/16/26 10:35,181.327,-0.808,180.533,181.100,0.003,181.078
07/16/26 10:36,181.163,-0.595,180.576,180.975,0.258,181.192
07/16/26 10:37,181.023,-0.409,180.640,181.053,0.072,181.125
07/16/26 10:38,181.157,-1.188,179.940,181.092,-0.458,180.633
07/16/26 10:39,181.547,-1.748,179.823,180.977,-0.658,180.338
07/16/26 10:40,181.547,-1.633,179.910,180.750,-0.608,180.200
07/16/26 10:41,181.523,-1.382,180.160,180.647,-0.513,180.155
07/16/26 10:42,181.580,-1.083,180.503,180.725,-0.717,180.042
07/16/26 10:43,180.777,-0.718,180.068,180.640,-0.633,180.007
07/16/26 10:44,181.003,-0.344,180.698,180.592,-0.383,180.183
07/16/26 10:45,181.380,-0.698,180.628,180.493,-0.127,180.320
07/16/26 10:46,181.437,-0.980,180.414,180.533,-0.342,180.183
07/16/26 10:47,181.517,-1.252,180.308,180.737,-0.662,180.042
07/16/26 10:48,181.667,-1.201,180.467,180.717,-0.600,180.058
07/16/26 10:49,181.877,-1.156,180.746,180.498,-0.587,179.870
07/16/26 10:50,181.393,-0.715,180.701,180.308,-0.600,179.775
07/16/26 10:51,180.927,-0.684,180.240,180.093,-0.567,179.518
07/16/26 10:52,180.987,-1.004,179.978,179.967,-0.725,179.275
07/16/26 10:53,181.137,-1.061,180.114,179.920,-0.843,179.098
07/16/26 10:54,181.157,-0.746,180.414,179.808,-0.858,178.950
07/16/26 10:55,181.603,-0.661,180.938,179.800,-1.008,178.767
07/16/26 10:56,181.730,-0.901,180.809,179.733,-0.708,179.050
07/16/26 10:57,181.443,-0.789,180.659,179.853,-0.853,178.980
07/16/26 10:58,181.097,-0.436,180.635,179.917,-0.983,178.942
07/16/26 10:59,181.570,-1.364,180.194,179.847,-0.942,178.907
07/16/26 11:00,181.680,-1.631,180.043,179.767,-0.867,178.908
07/16/26 11:01,181.303,-1.434,179.909,179.618,-0.772,178.822
07/16/26 11:02,182.243,-1.469,180.767,179.475,-0.642,178.892
07/16/26 11:03,182.267,-1.601,180.671,179.322,-0.550,178.738
07/16/26 11:04,182.163,-1.255,180.932,179.200,-0.575,178.600
07/16/26 11:05,181.687,-0.815,180.886,178.962,-0.262,178.678
07/16/26 11:06,181.363,-0.630,180.760,178.650,-0.100,178.608
07/16/26 11:07,181.777,-1.412,180.366,178.522,0.213,178.757
07/16/26 11:08,181.940,-1.575,180.362,178.592,0.175,178.800
07/16/26 11:09,181.857,-1.064,180.790,178.625,0.122,178.722
07/16/26 11:10,182.143,-0.576,181.507,178.750,0.083,178.825
07/16/26 11:11,182.443,-1.063,181.363,178.925,-0.015,178.877
07/16/26 11:12,181.623,-0.860,180.781,179.175,-0.200,178.975
07/16/26 11:13,181.480,-0.882,180.602,179.350,-0.067,179.283
07/16/26 11:14,181.683,-1.222,180.462,179.475,-0.100,179.367
07/16/26 11:15,182.097,-1.445,180.668,179.528,-0.097,179.453
07/16/26 11:16,182.370,-1.519,180.826,179.667,-0.183,179.483
07/16/26 11:17,181.953,-1.455,180.478,179.857,-0.178,179.678
07/16/26 11:18,181.610,-0.791,180.838,179.808,-0.350,179.550
07/16/26 11:19,181.637,-0.626,181.006,179.895,-0.553,179.365
07/16/26 11:20,180.980,-0.860,180.120,179.833,-0.708,179.158
07/16/26 11:21,181.640,-1.151,180.506,179.842,-0.978,178.877
07/16/26 11:22,181.840,-1.324,180.521,179.742,-1.100,178.642
07/16/26 11:23,181.980,-1.446,180.526,179.513,-0.838,178.700
07/16/26 11:24,182.133,-1.403,180.731,179.242,-0.517,178.733
07/16/26 11:25,181.743,-0.940,180.833,178.985,-0.182,178.837
07/16/26 11:26,181.280,-0.297,180.968,179.075,-0.233,178.900
07/16/26 11:27,181.270,-0.502,180.768,179.273,-0.370,178.925
07/16/26 11:28,181.620,-1.051,180.595,179.267,-0.133,179.167
07/16/26 11:29,181.623,-0.764,180.905,179.283,0.175,179.433
07/16/26 11:30,182.447,-0.889,181.530,179.425,-0.192,179.225
07/16/26 11:31,182.327,-1.443,180.868,179.657,-0.478,179.120
07/16/26 11:32,181.657,-0.942,180.728,179.642,-0.533,179.100
07/16/26 11:33,181.810,-0.736,181.071,179.418,-0.343,179.047
07/16/26 11:34,181.430,-0.661,180.779,179.300,-0.233,179.075
07/16/26 11:35,181.677,-1.379,180.309,179.280,-0.305,178.942
07/16/26 11:36,182.263,-1.969,180.317,179.392,-0.525,178.867
07/16/26 11:37,182.133,-1.378,180.808,179.433,-0.578,178.855
07/16/26 11:38,182.433,-1.393,181.063,179.458,-0.625,178.833
07/16/26 11:39,182.300,-1.197,181.106,179.603,-0.753,178.850
07/16/26 11:40,182.193,-1.033,181.169,179.642,-0.642,179.000
07/16/26 11:41,181.677,-0.271,181.409,179.778,-0.643,179.102
07/16/26 11:42,181.567,-0.447,181.103,179.783,-0.658,179.192
07/16/26 11:43,182.163,-1.234,180.889,179.465,-0.140,179.350
07/16/26 11:44,182.247,-1.378,180.873,179.458,0.008,179.442
07/16/26 11:45,181.823,-0.882,180.927,179.495,0.003,179.478
07/16/26 11:46,182.003,-1.046,180.948,179.517,-0.017,179.475
07/16/26 11:47,182.447,-1.421,181.028,179.658,-0.203,179.433
07/16/26 11:48,181.693,-0.910,180.792,179.575,-0.417,179.158
07/16/26 11:49,181.320,-0.757,180.540,179.708,-0.712,179.017
07/16/26 11:50,181.600,-0.900,180.692,179.808,-0.933,178.908
07/16/26 11:51,181.813,-1.152,180.658,179.800,-0.888,178.853
07/16/26 11:52,182.387,-1.220,181.151,179.775,-0.933,178.833
07/16/26 11:53,182.217,-1.177,181.003,179.642,-0.837,178.780
07/16/26 11:54,181.303,-0.809,180.500,179.517,-0.583,178.925
07/16/26 11:55,181.483,-0.805,180.675,179.478,-0.480,178.998
07/16/26 11:56,180.883,-0.936,179.940,179.467,-0.558,178.942
07/16/26 11:57,181.857,-1.783,180.072,179.500,-0.575,178.925
07/16/26 11:58,182.090,-1.629,180.514,179.533,-0.475,179.025
07/16/26 11:59,182.020,-1.546,180.547,179.533,-0.375,179.158
07/16/26 12:00,182.063,-1.123,180.926,179.475,-0.150,179.325
07/16/26 12:01,182.183,-1.369,180.840,179.450,-0.228,179.255
07/16/26 12:02,181.463,-0.693,180.805,179.450,-0.008,179.475
07/16/26 12:03,181.873,-0.678,181.182,179.557,-0.193,179.363
07/16/26 12:04,181.710,-0.927,180.778,179.542,-0.300,179.242
07/16/26 12:05,181.320,-1.081,180.235,179.525,-0.353,179.172
07/16/26 12:06,182.460,-1.014,181.424,179.542,-0.325,179.217
07/16/26 12:07,182.707,-1.435,181.268,179.603,-0.640,178.997
07/16/26 12:08,182.047,-0.933,181.099,179.700,-0.675,179.025
07/16/26 12:09,182.250,-0.921,181.343,179.725,-0.743,178.975
07/16/26 12:10,182.127,-1.221,180.901,179.775,-0.742,179.050
07/16/26 12:11,181.520,-1.646,179.879,179.700,-0.510,179.178
07/16/26 12:12,181.717,-1.556,180.123,179.583,-0.408,179.175
07/16/26 12:13,182.187,-1.179,181.000,179.313,-0.213,179.118
07/16/26 12:14,182.000,-1.218,180.760,179.267,-0.017,179.250
07/16/26 12:15,181.993,-1.400,180.625,179.190,0.033,179.223
07/16/26 12:16,181.387,-1.136,180.264,179.142,0.000,179.200
07/16/26 12:17,181.513,-1.103,180.427,179.178,-0.103,179.122
07/16/26 12:18,182.007,-1.439,180.590,179.317,-0.283,179.042
07/16/26 12:19,181.597,-0.992,180.609,179.502,-0.578,178.923
07/16/26 12:20,181.717,-0.850,180.855,179.633,-0.792,178.875
07/16/26 12:21,182.333,-1.293,181.029,179.703,-1.118,178.560
07/16/26 12:22,181.860,-1.039,180.840,179.792,-1.300,178.517
07/16/26 12:23,181.307,-0.489,180.812,179.763,-1.090,178.673
07/16/26 12:24,181.807,-0.872,180.955,179.608,-0.983,178.625
07/16/26 12:25,181.847,-1.465,180.395,179.497,-0.867,178.630
07/16/26 12:26,182.093,-1.210,180.909,179.517,-0.933,178.558
07/16/26 12:27,181.850,-0.998,180.886,179.438,-0.688,178.728
07/16/26 12:28,181.687,-0.686,180.988,179.208,-0.100,179.117
07/16/26 12:29,181.887,-0.501,181.384,179.167,-0.148,178.997
07/16/26 12:30,181.660,-0.582,181.081,179.167,-0.092,179.050
07/16/26 12:31,181.377,-0.678,180.704,179.277,0.025,179.278
07/16/26 12:32,181.687,-1.236,180.434,179.400,0.092,179.458
07/16/26 12:33,182.123,-1.248,180.869,179.300,0.278,179.578
07/16/26 12:34,181.850,-0.837,181.025,179.517,-0.033,179.483
07/16/26 12:35,181.697,-0.242,181.456,179.475,0.008,179.478
07/16/26 12:36,181.737,-0.378,181.364,179.333,0.242,179.567
07/16/26 12:37,181.760,-0.600,181.091,179.400,0.075,179.475
07/16/26 12:38,181.503,-0.705,180.797,179.467,-0.250,179.183
07/16/26 12:39,181.647,-0.457,181.186,179.570,-0.292,179.245
07/16/26 12:40,182.083,-1.059,180.992,179.425,-0.308,179.150
07/16/26 12:41,181.910,-1.302,180.569,179.437,-0.485,178.952
07/16/26 12:42,181.310,-0.614,180.691,179.675,-0.725,178.950
07/16/26 12:43,181.847,-0.457,181.350,179.715,-0.587,179.128
07/16/26 12:44,157.783,1.625,159.462,142.350,2.183,144.533
07/16/26 12:45,123.073,0.069,123.501,119.492,0.000,119.492
07/16/26 12:46,120.290,-0.812,119.472,119.758,-0.025,119.733
07/16/26 12:47,119.967,-0.769,119.203,120.122,-0.398,119.723
07/16/26 12:48,120.130,-0.304,119.846,119.908,-0.300,119.608
07/16/26 12:49,120.383,-0.198,120.211,119.718,-0.222,119.522
07/16/26 12:50,120.133,-0.126,120.018,119.483,-0.025,119.467
07/16/26 12:51,119.660,0.020,119.684,119.322,0.075,119.397
07/16/26 12:52,119.763,0.123,119.883,119.242,0.000,119.217
07/16/26 12:53,119.810,-0.360,119.450,119.010,-0.025,118.997
07/16/26 12:54,119.437,-1.013,118.432,118.933,0.050,119.017
07/16/26 12:55,120.000,-0.584,119.427,119.050,0.068,119.118
07/16/26 12:56,120.267,-0.420,119.831,119.225,-0.192,119.067
07/16/26 12:57,119.650,-0.352,119.308,119.378,-0.440,118.938
07/16/26 12:58,119.283,-0.062,119.227,119.400,-0.533,118.833
07/16/26 12:59,119.647,-0.416,119.226,119.458,-0.698,118.760
07/16/26 13:00,119.673,-0.425,119.278,119.675,-0.792,118.883
07/16/26 13:01,119.623,-0.444,119.179,119.640,-0.723,118.917
07/16/26 13:02,119.763,-0.616,119.139,119.350,-0.433,118.917
07/16/26 13:03,120.227,-0.864,119.385,119.222,-0.255,118.967
07/16/26 13:04,119.783,-0.461,119.367,119.142,-0.058,119.083
07/16/26 13:05,119.350,-0.132,119.247,118.910,0.262,119.205
07/16/26 13:06,119.387,0.042,119.428,118.900,0.250,119.150
07/16/26 13:07,119.517,-0.314,119.222,118.848,0.227,119.075
07/16/26 13:08,119.820,-0.841,118.965,119.083,-0.083,119.000
07/16/26 13:09,119.873,-0.749,119.129,119.107,-0.260,118.822
07/16/26 13:10,119.827,-0.385,119.442,119.000,-0.167,118.825
07/16/26 13:11,119.610,-0.130,119.492,118.937,-0.083,118.820
07/16/26 13:12,119.273,-0.230,119.099,119.067,-0.242,118.825
07/16/26 13:13,119.597,-0.373,119.218,118.922,0.032,118.953
07/16/26 13:14,119.380,-0.426,118.960,118.817,0.058,118.875
07/16/26 13:15,119.190,-0.285,118.896,118.700,0.092,118.767
07/16/26 13:16,119.467,-0.302,119.168,118.608,0.258,118.825
07/16/26 13:17,119.570,-0.503,119.063,118.815,0.040,118.855
07/16/26 13:18,119.650,-0.068,119.563,118.875,-0.050,118.800
07/16/26 13:19,119.600,0.003,119.602,118.805,-0.033,118.750
07/16/26 13:20,119.653,-0.276,119.356,118.783,-0.300,118.508
07/16/26 13:21,119.287,-0.257,119.016,118.725,-0.305,118.442
07/16/26 13:22,119.363,-0.701,118.709,118.767,-0.392,118.375
07/16/26 13:23,119.390,-0.627,118.735,118.775,-0.533,118.275
07/16/26 13:24,119.813,-0.870,118.955,118.708,-0.542,118.133
07/16/26 13:25,119.960,-0.897,119.021,118.517,-0.292,118.225
07/16/26 13:26,119.347,-0.492,118.842,118.375,-0.075,118.267
07/16/26 13:27,118.977,-0.232,118.753,118.325,0.078,118.403
07/16/26 13:28,118.907,-0.676,118.228,118.317,0.125,118.442
07/16/26 13:29,119.157,-0.729,118.435,118.200,0.220,118.478
07/16/26 13:30,119.800,-0.991,118.820,118.200,0.267,118.475
07/16/26 13:31,119.803,-0.465,119.340,118.283,0.228,118.473
07/16/26 13:32,119.727,-0.100,119.607,118.483,-0.100,118.375
07/16/26 13:33,119.293,0.084,119.367,118.628,-0.353,118.247
07/16/26 13:34,118.860,0.366,119.203,118.450,-0.242,118.183
07/16/26 13:35,118.803,-0.077,118.725,118.275,-0.123,118.177
07/16/26 13:36,119.010,-0.529,118.459,118.233,-0.042,118.200
07/16/26 13:37,119.203,-0.584,118.626,118.117,0.015,118.157
07/16/26 13:38,120.040,-0.447,119.608,118.000,0.000,117.983
07/16/26 13:39,120.170,-0.645,119.554,117.818,0.123,117.920
07/16/26 13:40,119.453,-0.312,119.160,117.758,0.117,117.850
07/16/26 13:41,119.360,0.084,119.443,117.935,-0.185,117.727
07/16/26 13:42,119.367,0.080,119.449,118.025,-0.450,117.575
07/16/26 13:43,119.857,-0.811,119.039,118.080,-0.703,117.388
07/16/26 13:44,119.990,-1.145,118.843,118.008,-0.767,117.250
07/16/26 13:45,119.813,-0.655,119.134,118.020,-0.800,117.220
07/16/26 13:46,120.157,-0.664,119.484,118.025,-0.800,117.258
07/16/26 13:47,119.713,-0.437,119.288,118.158,-0.878,117.280
07/16/26 13:48,119.153,-0.061,119.106,118.200,-0.842,117.358
07/16/26 13:49,119.350,-0.596,118.771,118.142,-0.527,117.615
07/16/26 13:50,119.967,-1.015,118.967,118.183,-0.275,117.850
07/16/26 13:51,120.113,-1.145,118.994,118.358,-0.358,117.995
07/16/26 13:52,120.410,-0.972,119.457,118.483,-0.508,117.942
07/16/26 13:53,120.487,-0.864,119.623,118.477,-0.568,117.900
07/16/26 13:54,120.037,-0.681,119.364,118.217,-0.417,117.783
07/16/26 13:55,119.547,-0.092,119.465,118.200,-0.372,117.773
07/16/26 13:56,119.310,-0.122,119.200,118.208,-0.567,117.575
07/16/26 13:57,119.373,-0.603,118.775,118.118,-0.467,117.652
07/16/26 13:58,119.243,-0.162,119.106,118.042,-0.325,117.658
07/16/26 13:59,119.800,-0.076,119.723,118.025,-0.147,117.857
07/16/26 14:00,120.183,-0.243,119.943,118.100,0.033,118.108
07/16/26 14:01,120.027,-0.302,119.760,118.282,0.097,118.303
07/16/26 14:02,119.407,-0.004,119.426,118.342,0.125,118.433
07/16/26 14:03,119.207,-0.392,118.837,118.420,-0.028,118.373
07/16/26 14:04,120.330,-1.223,119.115,118.417,0.117,118.533
07/16/26 14:05,120.497,-1.532,118.971,118.398,0.155,118.558
07/16/26 14:06,120.690,-0.977,119.707,118.433,0.167,118.575
07/16/26 14:07,120.583,-0.524,120.066,118.400,0.173,118.578
07/16/26 14:08,120.013,0.018,120.038,118.458,0.200,118.667
07/16/26 14:09,119.590,0.030,119.633,118.550,0.128,118.678
07/16/26 14:10,119.613,-0.244,119.342,118.700,0.008,118.708
07/16/26 14:11,120.053,-0.980,119.061,118.890,-0.310,118.600
07/16/26 14:12,120.267,-1.318,118.980,118.892,-0.300,118.567
07/16/26 14:13,120.217,-0.725,119.480,119.000,-0.307,118.652
07/16/26 14:14,120.143,-0.592,119.557,119.058,-0.600,118.425
07/16/26 14:15,119.960,-0.427,119.561,119.048,-0.715,118.333
07/16/26 14:16,120.080,-0.442,119.663,119.067,-0.642,118.425
07/16/26 14:17,119.663,-0.548,119.155,119.133,-0.675,118.478
07/16/26 14:18,119.533,-0.625,118.908,119.308,-0.808,118.500
07/16/26 14:19,119.433,-0.473,118.985,119.322,-0.852,118.470
07/16/26 14:20,119.603,-0.843,118.758,119.417,-1.083,118.333
07/16/26 14:21,119.947,-0.530,119.386,119.442,-1.013,118.462
07/16/26 14:22,119.820,-0.177,119.650,119.433,-0.892,118.483
07/16/26 14:23,120.120,-0.519,119.603,119.342,-0.808,118.537
07/16/26 14:24,119.453,-0.598,118.873,119.183,-0.683,118.542
