[2026-08-19 19:24:33] [--------] [info ] [main.go:529] CLIProxyAPI Version: 7.2.81, Commit: 106270be, BuiltAt: 2026-07-16T19:51:03Z
[2026-08-19 19:24:33] [--------] [info ] [antigravity_version.go:58] periodic antigravity version refresh started (interval=3h0m0s)
[2026-08-19 19:24:33] [--------] [info ] [server.go:805] management routes registered after secret key configuration
[2026-08-19 19:24:33] [--------] [info ] [model_updater.go:137] startup model refresh completed from https://raw.githubusercontent.com/router-for-me/models/refs/heads/main/models.json, changes detected for providers: [claude gemini vertex aistudio codex kimi antigravity xai]
[2026-08-19 19:24:33] [--------] [info ] [model_updater.go:91] periodic model refresh started (interval=3h0m0s)
[2026-08-19 19:24:34] [--------] [info ] [codex_client_models_updater.go:63] startup Codex client model refresh completed from https://raw.githubusercontent.com/router-for-me/models/refs/heads/main/codex_client_models.json, catalog updated
[2026-08-19 19:24:34] [--------] [info ] [codex_client_models_updater.go:36] periodic Codex client model refresh started (interval=3h0m0s)
[2026-08-19 19:24:34] [--------] [info ] [antigravity_version.go:83] fetched latest antigravity version version=2.8.1
[2026-08-19 19:24:34] [--------] [info ] [clients.go:149] full client load complete - 5 clients (4 auth files + 0 Gemini API keys + 0 Vertex API keys + 0 Claude API keys + 0 Codex keys + 0 xAI keys + 1 OpenAI-compat)
[2026-08-19 19:24:34] [--------] [info ] [service.go:1761] file watcher started for config and auth directory changes
[2026-08-19 19:24:35] [--------] [info ] [updater.go:285] management asset updated successfully (hash=e2643e0875e0024e5ff9ddf4569e4c58611ab0456aeb6fa6065ed3e6c2b721f4)
[2026-08-19 19:24:37] [--------] [info ] [service.go:423] re-registered models for 4 auth(s) due to model catalog changes: [claude gemini vertex aistudio codex kimi antigravity xai]
[2026-08-19 19:24:37] [--------] [info ] [service.go:1771] core auth auto-refresh started (interval=15m0s)
[2026-08-19 19:24:37] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:24:37] [--------] [info ] [events.go:125] auth file changed (WRITE): xai-wrsalasc182@gmail.com.json, processing incrementally
[2026-08-19 19:24:38] [--------] [info ] [events.go:125] auth file changed (WRITE): antigravity-wrsalasc182@gmail.com.json, processing incrementally
[2026-08-19 19:24:42] [--------] [info ] [gin_logger.go:102] 200 |          13ms |       127.0.0.1 | GET     "/management.html"
[2026-08-19 19:24:42] [--------] [info ] [gin_logger.go:102] 200 |          51ms |       127.0.0.1 | GET     "/v0/management/config"
[2026-08-19 19:24:44] [--------] [info ] [gin_logger.go:102] 200 |          55ms |       127.0.0.1 | GET     "/v0/management/openai-compatibility"
[2026-08-19 19:24:44] [--------] [info ] [gin_logger.go:102] 200 |          59ms |       127.0.0.1 | GET     "/v0/management/config"
[2026-08-19 19:24:44] [--------] [info ] [gin_logger.go:102] 200 |          58ms |       127.0.0.1 | GET     "/v0/management/api-key-usage"
[2026-08-19 19:24:44] [--------] [info ] [gin_logger.go:102] 200 |          59ms |       127.0.0.1 | GET     "/v0/management/auth-files"
[2026-08-19 19:24:44] [--------] [info ] [gin_logger.go:102] 200 |          59ms |       127.0.0.1 | GET     "/v0/management/plugins"
[2026-08-19 19:24:44] [--------] [info ] [gin_logger.go:102] 200 |          64ms |       127.0.0.1 | GET     "/v0/management/vertex-api-key"
[2026-08-19 19:25:33] [--------] [info ] [gin_logger.go:102] 200 |          56ms |       127.0.0.1 | GET     "/v0/management/oauth-model-alias"
[2026-08-19 19:25:33] [--------] [info ] [gin_logger.go:102] 200 |          56ms |       127.0.0.1 | GET     "/v0/management/oauth-excluded-models"
[2026-08-19 19:25:33] [--------] [info ] [gin_logger.go:102] 200 |          57ms |       127.0.0.1 | GET     "/v0/management/auth-files"
[2026-08-19 19:25:49] [--------] [warn ] [gin_logger.go:100] 404 |           1ms |       127.0.0.1 | HEAD    "/api/hello"
[2026-08-19 19:26:12] [c1475187] [info ] [gin_logger.go:102] 200 |        5.994s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:16] [08b4b283] [info ] [gin_logger.go:102] 200 |        4.287s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:26] [94d9ad89] [info ] [gin_logger.go:102] 200 |        9.251s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:37] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:26:37] [5638eb84] [warn ] [gin_logger.go:100] 401 |       11.814s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:44] [b669bdca] [info ] [gin_logger.go:102] 200 |        6.519s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:52] [e6c5ae9e] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:52] [2dbdd7dd] [info ] [gin_logger.go:102] 200 |        8.028s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:52] [77bb3191] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:53] [0ef312e2] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:55] [b7ec583c] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:26:58] [59ceb592] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:10] [ab51a304] [info ] [gin_logger.go:102] 200 |       12.514s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:10] [--------] [warn ] [gin_logger.go:100] 404 |            0s |       127.0.0.1 | HEAD    "/api/hello"
[2026-08-19 19:27:13] [b4c32890] [info ] [gin_logger.go:102] 200 |        2.902s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:16] [776c7401] [info ] [gin_logger.go:102] 200 |        2.717s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:17] [c4c671b8] [info ] [gin_logger.go:102] 200 |        5.993s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:20] [aeee692f] [info ] [gin_logger.go:102] 200 |        3.225s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:23] [af4c4cd0] [info ] [gin_logger.go:102] 200 |        3.136s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:26] [cb84ba7f] [info ] [gin_logger.go:102] 200 |        2.425s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:34] [f3dc2d0f] [info ] [gin_logger.go:102] 200 |        8.666s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:38] [5acefd65] [info ] [gin_logger.go:102] 200 |        3.928s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:27:47] [83d1e1d8] [info ] [gin_logger.go:102] 200 |          25ms |       127.0.0.1 | POST    "/v1/messages/count_tokens?beta=true"
[2026-08-19 19:27:47] [fe634a01] [info ] [gin_logger.go:102] 200 |        9.118s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:28:17] [8e489d4f] [info ] [gin_logger.go:102] 200 |       29.217s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:28:34] [4e04f8b1] [info ] [gin_logger.go:102] 200 |       16.861s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:28:39] [907a90cb] [info ] [gin_logger.go:102] 200 |        5.149s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:28:43] [c743e401] [info ] [gin_logger.go:102] 200 |        4.465s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:28:46] [1aee3161] [info ] [gin_logger.go:102] 200 |         2.64s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:28:50] [301154f3] [info ] [gin_logger.go:102] 200 |        4.412s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:02] [2751494b] [info ] [gin_logger.go:102] 200 |       11.712s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:03] [--------] [warn ] [gin_logger.go:100] 404 |            0s |       127.0.0.1 | HEAD    "/api/hello"
[2026-08-19 19:29:03] [--------] [warn ] [gin_logger.go:100] 404 |            0s |       127.0.0.1 | HEAD    "/api/hello"
[2026-08-19 19:29:07] [f0ed5b9b] [info ] [gin_logger.go:102] 200 |         5.26s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:13] [feab1235] [info ] [gin_logger.go:102] 200 |        6.099s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:25] [e4acccf4] [info ] [gin_logger.go:102] 200 |       11.737s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:30] [303a1089] [info ] [gin_logger.go:102] 200 |        3.598s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:34] [--------] [info ] [gin_logger.go:102] 200 |          52ms |       127.0.0.1 | GET     "/v0/management/auth-files"
[2026-08-19 19:29:41] [e8cab8a6] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:41] [11d60d59] [info ] [gin_logger.go:102] 200 |        11.92s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:42] [90bb0104] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:42] [66b746b7] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:44] [72d38c4f] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:47] [bec859f7] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:29:54] [6d593400] [info ] [gin_logger.go:102] 200 |         6.57s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:07] [a641cf91] [info ] [gin_logger.go:102] 200 |       10.787s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:15] [2c439553] [info ] [gin_logger.go:102] 200 |         8.32s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:15] [--------] [warn ] [gin_logger.go:100] 404 |            0s |       127.0.0.1 | HEAD    "/api/hello"
[2026-08-19 19:30:21] [09fbc30b] [info ] [gin_logger.go:102] 200 |        6.378s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:22] [--------] [warn ] [gin_logger.go:100] 404 |            0s |       127.0.0.1 | HEAD    "/api/hello"
[2026-08-19 19:30:25] [afcb4f28] [info ] [gin_logger.go:102] 200 |        3.123s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:28] [e302206c] [info ] [gin_logger.go:102] 200 |        3.388s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:34] [bae54bb4] [info ] [gin_logger.go:102] 200 |       13.166s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:34] [7a412426] [info ] [gin_logger.go:102] 200 |       11.927s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:34] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:30:34] [13972a6a] [warn ] [gin_logger.go:100] 401 |         750ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:34] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:30:34] [81485095] [warn ] [gin_logger.go:100] 401 |         928ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:34] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:30:34] [6073cd24] [warn ] [gin_logger.go:100] 401 |        1.253s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:35] [807fa7a8] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:35] [cbec0dd0] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:35] [e374f11f] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:35] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:30:35] [d8e6d5e8] [warn ] [gin_logger.go:100] 401 |        1.522s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:36] [63fb98d1] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:36] [79fee7f8] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:36] [c97ad930] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:36] [ab459489] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:37] [ba0a623c] [error] [gin_logger.go:98] 503 |            0s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:37] [--------] [warn ] [anthropic_auth.go:480] Token refresh attempt 1 failed: token refresh failed with status 400: {"error": "invalid_grant", "error_description": "Refresh token expired"}
[2026-08-19 19:30:37] [e3b802b5] [warn ] [gin_logger.go:100] 401 |        3.798s |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:38] [5d9db0a8] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
[2026-08-19 19:30:38] [51b5e8a8] [error] [gin_logger.go:98] 503 |           1ms |       127.0.0.1 | POST    "/v1/messages?beta=true"
